antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({82, 87})",frozenset({46}),0.06184926184926185,0.245998445998446,0.020046620046620046,0.32412060301507534,1.3175717500960265,1.0,0.004831797745550658,1.1155859423517416,0.256918254741754,0.06965442764578833,0.1036100742790622,0.20280572159597735
"frozenset({40, 5})",frozenset({6}),0.062004662004662,0.23667443667443666,0.020046620046620046,0.3233082706766917,1.3660464358532576,1.0,0.005371701595477819,1.1280255546922213,0.28567355556582985,0.07194645844952595,0.11349526095368714,0.20400475910722307
"frozenset({82, 59})",frozenset({42}),0.06526806526806526,0.2556332556332556,0.02097902097902098,0.32142857142857145,1.2573816760746854,1.0,0.004294332965661639,1.0969615180141494,0.21898956312921408,0.06994818652849742,0.08839099314047127,0.20174772036474165
"frozenset({8, 2})",frozenset({12}),0.06526806526806526,0.25594405594405595,0.02097902097902098,0.32142857142857145,1.2558548009367683,1.0,0.004274047630690989,1.0965034965034963,0.21795511221945144,0.06987577639751553,0.08801020408163268,0.2016978922716628
"frozenset({9, 10})",frozenset({7}),0.06682206682206682,0.25827505827505826,0.021445221445221447,0.32093023255813957,1.2425908823776344,1.0,0.004186748242692304,1.0922661813072774,0.20920971654056428,0.07062436028659161,0.0844722494262787,0.20198136176643441
"frozenset({67, 4})",frozenset({1}),0.06418026418026418,0.2613830613830614,0.020512820512820513,0.3196125907990315,1.22277468596419,1.0,0.0037371865810094246,1.0855829026647532,0.19468262834254196,0.06724401426388181,0.07883589770497951,0.1990452965885764
"frozenset({2, 82})",frozenset({42}),0.06371406371406371,0.2556332556332556,0.02035742035742036,0.3195121951219512,1.2498850915560829,1.0,0.004069986820569572,1.0938722766679756,0.21353140540369328,0.0680873180873181,0.08581648760120172,0.19957372674030693
"frozenset({25, 59})",frozenset({40}),0.06433566433566433,0.24786324786324787,0.020512820512820513,0.31884057971014496,1.2863568215892054,1.0,0.004566373797143027,1.104200763775232,0.2379172894867962,0.07032498668087372,0.09436758893280635,0.20079960019990006
"frozenset({10, 82})",frozenset({1}),0.06340326340326341,0.2613830613830614,0.020202020202020204,0.31862745098039214,1.2190057354689794,1.0,0.003629481111998595,1.08401334876155,0.19182141899911934,0.0663265306122449,0.07750213487456835,0.19795819635821033
"frozenset({4, 38})",frozenset({82}),0.06293706293706294,0.24957264957264957,0.020046620046620046,0.3185185185185185,1.276255707762557,1.0,0.004339250493096643,1.1011705685618727,0.230996181881291,0.0685441020191286,0.09187547456340162,0.19942115216087816
"frozenset({9, 2})",frozenset({1}),0.06542346542346543,0.2613830613830614,0.020823620823620825,0.3182897862232779,1.2177138967579033,1.0,0.003723035144946568,1.0834764151837322,0.1913048657609856,0.0680548501777552,0.07704497671929168,0.19897842462174598
"frozenset({1, 5})",frozenset({67}),0.06402486402486403,0.25547785547785545,0.02035742035742036,0.31796116504854366,1.2445742683013252,1.0,0.0040004853990868,1.091612539299372,0.20995471557502868,0.06805194805194807,0.08392404447659749,0.19882243167269031
"frozenset({16, 10})",frozenset({3}),0.06418026418026418,0.2533022533022533,0.02035742035742036,0.31719128329297824,1.252224483429641,1.0,0.004100414823025547,1.0935679765467,0.21523497810825962,0.06851464435146443,0.08556210364002392,0.1987796907262437
"frozenset({42, 3})",frozenset({92}),0.06402486402486403,0.25811965811965815,0.020202020202020204,0.3155339805825243,1.2224329711309716,1.0,0.0036759441887647022,1.0838819179244712,0.19440605882578327,0.06690684508492023,0.07739027336584492,0.19690004266934763
"frozenset({40, 6})",frozenset({5}),0.06355866355866356,0.24677544677544677,0.020046620046620046,0.31540342298288504,1.2780988834350537,1.0,0.004361902450480539,1.100245865245865,0.23235617234876263,0.0690578158458244,0.09111223992054163,0.19831883995491859
"frozenset({90, 3})",frozenset({4}),0.06355866355866356,0.255011655011655,0.020046620046620046,0.31540342298288504,1.2368196385709112,1.0,0.003838420062196285,1.088215118215118,0.20447055009686704,0.06715252472670484,0.08106404399141953,0.19700701313678073
"frozenset({8, 74})",frozenset({5}),0.06418026418026418,0.24677544677544677,0.020202020202020204,0.31476997578692495,1.2755319862650265,1.0,0.0043639068347693065,1.0992287649531465,0.2308279896788698,0.0694815606627472,0.09027125937463629,0.19831697781789573
"frozenset({3, 4})",frozenset({16}),0.07024087024087024,0.24988344988344988,0.02206682206682207,0.3141592920353983,1.2572232862237487,1.0,0.0045147910882176664,1.0937183246860667,0.22005306113801332,0.0740354535974974,0.08568780697074538,0.20123387487342054
"frozenset({8, 12})",frozenset({2}),0.06682206682206682,0.24304584304584304,0.02097902097902098,0.3139534883720931,1.2917459703800633,1.0,0.004738195414186092,1.1033569067467375,0.2420267061399452,0.07261968800430339,0.09367495333081895,0.2001353119609826
"frozenset({82, 92})",frozenset({3}),0.06495726495726496,0.2533022533022533,0.02035742035742036,0.31339712918660284,1.2372457216661283,1.0,0.0039035987753936463,1.0875249411834778,0.20507417279540024,0.0683359415753782,0.08048085875458673,0.196882613673056
"frozenset({2, 12})",frozenset({8}),0.06697746697746698,0.2494172494172494,0.02097902097902098,0.31322505800464034,1.255827569009259,1.0,0.004273685392566513,1.0929093429093428,0.21833592419868242,0.07101525512887955,0.0850110244844432,0.19866860376867532
"frozenset({42, 82})",frozenset({59}),0.06697746697746698,0.25097125097125095,0.02097902097902098,0.31322505800464034,1.2480515469101305,1.0,0.00416960230480044,1.0906465906465905,0.21301848150615635,0.0706436420722135,0.08311270710785493,0.1984081946369951
"frozenset({46, 87})",frozenset({1}),0.06542346542346543,0.2613830613830614,0.02035742035742036,0.31116389548693585,1.1904516453379501,1.0,0.003256834678746101,1.0722680384749348,0.17118200026909225,0.06643002028397565,0.06739736323552119,0.19452368377200538
"frozenset({74, 4})",frozenset({5}),0.06495726495726496,0.24677544677544677,0.020202020202020204,0.31100478468899523,1.260274426620708,1.0,0.00417216212088007,1.0932217473884138,0.22086907607931372,0.06929637526652453,0.08527249628093343,0.19643438226893087
"frozenset({40, 59})",frozenset({25}),0.06604506604506605,0.2386946386946387,0.020512820512820513,0.3105882352941176,1.3011948529411763,1.0,0.004748217335629922,1.104282520664773,0.24784450158826193,0.07217058501913613,0.09443463852166704,0.1982628676470588
"frozenset({10, 5})",frozenset({7}),0.06604506604506605,0.25827505827505826,0.020512820512820513,0.3105882352941176,1.2025483117434699,1.0,0.0034550272312510073,1.0758808881675777,0.18034336711541368,0.06751918158567775,0.07052907901061113,0.1950053089827989
frozenset({48}),frozenset({42}),0.06604506604506605,0.2556332556332556,0.020512820512820513,0.3105882352941176,1.2149758626854996,1.0,0.0036295052612068945,1.0797128544568817,0.18945066303635363,0.06811145510835913,0.07382782758197222,0.19541569819417126
"frozenset({9, 82})",frozenset({4}),0.06511266511266511,0.255011655011655,0.020202020202020204,0.31026252983293556,1.2166601946830837,1.0,0.0035975317094198225,1.0801042095159743,0.19048051350245504,0.06735751295336788,0.07416340831767633,0.19474125882262255
"frozenset({16, 59})",frozenset({4}),0.06464646464646465,0.255011655011655,0.020046620046620046,0.31009615384615385,1.2160077696526508,1.0,0.0035610181064726493,1.0798437335022701,0.1899141091968455,0.06690871369294606,0.07394008135168963,0.19435337856841514
"frozenset({9, 92})",frozenset({59}),0.06573426573426573,0.25097125097125095,0.02035742035742036,0.30969267139479906,1.2339766813780384,1.0,0.0038600094544150518,1.0850656193121946,0.20295287288019395,0.06869428421604615,0.07839675112562906,0.1954036112391952
"frozenset({9, 7})",frozenset({10}),0.0693084693084693,0.25423465423465424,0.021445221445221447,0.30941704035874446,1.217052967425746,1.0,0.0038246067150496076,1.0799069617251436,0.19162425799956936,0.07098765432098766,0.07399430187716619,0.19688455929917664
"frozenset({59, 92})",frozenset({9}),0.0658896658896659,0.25703185703185705,0.02035742035742036,0.30896226415094336,1.2020387967420316,1.0,0.0034216771745909265,1.0751484389709645,0.17993602060344832,0.06728299948638931,0.06989587320880995,0.19408209942734592
"frozenset({81, 1})",frozenset({67}),0.06790986790986792,0.25547785547785545,0.02097902097902098,0.30892448512585813,1.20920259232658,1.0,0.0036295535596234905,1.0773383349542291,0.18561372309288285,0.06937307297019528,0.07178648753598355,0.195520636723513
"frozenset({9, 97})",frozenset({10}),0.06542346542346543,0.25423465423465424,0.020202020202020204,0.3087885985748218,1.214581070800109,1.0,0.0035691080912526145,1.078925122224091,0.18903839758512195,0.06746237675142709,0.07315162155219387,0.1941253506321542
"frozenset({16, 3})",frozenset({4}),0.07148407148407149,0.255011655011655,0.02206682206682207,0.30869565217391304,1.210515857245052,1.0,0.003837550690697543,1.077656096524021,0.18729447816606748,0.07248596222562532,0.07206018392555912,0.1976141271229102
"frozenset({74, 4})",frozenset({59}),0.06495726495726496,0.25097125097125095,0.020046620046620046,0.3086124401913875,1.2296724784096462,1.0,0.0037442140006242568,1.0833703013633809,0.19975057749812225,0.06775210084033614,0.07695457523476737,0.1942443005910498
"frozenset({1, 87})",frozenset({46}),0.0662004662004662,0.245998445998446,0.02035742035742036,0.3075117370892019,1.2500556084453658,1.0,0.004072208547733023,1.0888293627276677,0.2142168426749189,0.06975505857294995,0.0815824460364827,0.19513300057239627
"frozenset({97, 10})",frozenset({9}),0.06573426573426573,0.25703185703185705,0.020202020202020204,0.3073286052009457,1.1956829349867506,1.0,0.003306219809716314,1.0726127115205613,0.17517273146015663,0.06676938880328712,0.06769704548589947,0.19296297249164576
"frozenset({74, 59})",frozenset({4}),0.06542346542346543,0.255011655011655,0.020046620046620046,0.3064133016627078,1.2015658721508378,1.0,0.003362873852384339,1.0741099083564836,0.17949590490406095,0.06673564407656492,0.06899657826439815,0.19251195247669212
"frozenset({46, 87})",frozenset({82}),0.06542346542346543,0.24957264957264957,0.020046620046620046,0.3064133016627078,1.2277519278950964,1.0,0.0037187124366611507,1.0819517620887482,0.1984890552535039,0.06796628029504741,0.0757443769309432,0.19336854373297283
"frozenset({1, 4})",frozenset({3}),0.06697746697746698,0.2533022533022533,0.020512820512820513,0.3062645011600928,1.2090871564203662,1.0,0.003547277206950864,1.076343574671334,0.1853436093109643,0.06842923794712286,0.07092862954530636,0.19362304812605866
"frozenset({1, 4})",frozenset({67}),0.06697746697746698,0.25547785547785545,0.020512820512820513,0.3062645011600928,1.1987907937744509,1.0,0.0034015608840783675,1.0732075059834258,0.17772999818302956,0.06793618116314977,0.06821374764458302,0.19327823598150626
"frozenset({42, 59})",frozenset({82}),0.06853146853146853,0.24957264957264957,0.02097902097902098,0.30612244897959184,1.2265865250209673,1.0,0.0038754407985177215,1.0814982403217697,0.1983205427649872,0.07060669456066947,0.07535679419831715,0.1950911124100948
"frozenset({42, 2})",frozenset({82}),0.06651126651126651,0.24957264957264957,0.02035742035742036,0.3060747663551402,1.2263954679298426,1.0,0.0037580273477709376,1.0814239258683702,0.1977552905833779,0.06883867577509198,0.07529325357120048,0.19382194108541567
"frozenset({59, 4})",frozenset({16}),0.06557886557886558,0.24988344988344988,0.020046620046620046,0.3056872037914692,1.2233191271132489,1.0,0.0036595468763300915,1.080372642147386,0.1953635340483216,0.067859021567596,0.07439344445786292,0.19295554219424205
"frozenset({16, 4})",frozenset({59}),0.06557886557886558,0.25097125097125095,0.020046620046620046,0.3056872037914692,1.2180168151071853,1.0,0.0035882101150166434,1.0788059115704167,0.19155524786734696,0.06761006289308176,0.07304920257222082,0.19278168239109064
"frozenset({59, 4})",frozenset({74}),0.06557886557886558,0.25205905205905205,0.020046620046620046,0.3056872037914692,1.2127602690493862,1.0,0.0035168733537031885,1.0772391809934474,0.18774696168637195,0.06736292428198434,0.07170105057097532,0.19260932322742386
"frozenset({10, 3})",frozenset({16}),0.06666666666666667,0.24988344988344988,0.02035742035742036,0.3053613053613054,1.2220149253731345,1.0,0.0036985236985236994,1.0798657718120805,0.19465648854961837,0.06873032528856245,0.07395898073337483,0.19341448352642385
"frozenset({9, 59})",frozenset({92}),0.06682206682206682,0.25811965811965815,0.02035742035742036,0.3046511627906977,1.1802710611427691,1.0,0.003109331314459521,1.0669182174198897,0.1636740375386924,0.06683673469387755,0.06272103740220769,0.19175965725326577
"frozenset({42, 82})",frozenset({2}),0.06697746697746698,0.24304584304584304,0.02035742035742036,0.3039443155452436,1.250563727962687,1.0,0.004078825430806784,1.0874908054908055,0.214743606043808,0.07027896995708155,0.08045199559302867,0.19385195316904125
"frozenset({1, 3})",frozenset({4}),0.0675990675990676,0.255011655011655,0.020512820512820513,0.30344827586206896,1.189938851415243,1.0,0.0032742704071375382,1.0695377230030694,0.17119318181818174,0.06790123456790123,0.06501661559708255,0.19194351635882242
"frozenset({9, 10})",frozenset({97}),0.06682206682206682,0.24055944055944056,0.020202020202020204,0.3023255813953489,1.2567604110329909,1.0,0.004127341190278255,1.0885314685314686,0.21893294049830275,0.07034632034632035,0.08133110625722734,0.19315245478036178
"frozenset({9, 4})",frozenset({82}),0.06697746697746698,0.24957264957264957,0.020202020202020204,0.30162412993039445,1.208562438419731,1.0,0.0034862763067891288,1.0745321861600932,0.18495874545175017,0.0681699003670687,0.0693624510461976,0.19128529036992947
"frozenset({10, 7})",frozenset({9}),0.07117327117327117,0.25703185703185705,0.021445221445221447,0.3013100436681223,1.1722673101598349,1.0,0.0031514233845236182,1.0633731546231546,0.15821276244929236,0.06990881458966565,0.059596346162804216,0.19237207141084472
"frozenset({67, 5})",frozenset({1}),0.0675990675990676,0.2613830613830614,0.02035742035742036,0.30114942528735633,1.1521382590512117,1.0,0.0026881691217355563,1.056902527297264,0.1416221374045802,0.06596173212487413,0.05383895470737176,0.18951644867221562
"frozenset({1, 10})",frozenset({82}),0.06713286713286713,0.24957264957264957,0.020202020202020204,0.30092592592592593,1.2057648401826484,1.0,0.003447492678261912,1.073458991339786,0.1829316111175183,0.06813417190775682,0.0684320425208808,0.19093618836769521
"frozenset({74, 5})",frozenset({8}),0.06728826728826728,0.2494172494172494,0.020202020202020204,0.30023094688221713,1.2037296842287024,1.0,0.0034191656569278993,1.0726149538030727,0.1814587445210573,0.06813417190775682,0.06769899444866817,0.19061391580870982
"frozenset({74, 5})",frozenset({4}),0.06728826728826728,0.255011655011655,0.020202020202020204,0.30023094688221713,1.1773224516679264,1.0,0.0030427277979725546,1.0646203081846646,0.1614807884551304,0.0668724279835391,0.06069798564602988,0.18972546734726337
"frozenset({42, 92})",frozenset({3}),0.06744366744366745,0.2533022533022533,0.020202020202020204,0.2995391705069124,1.1825365412343445,1.0,0.0031183872675714167,1.0660092831145462,0.16552369476882056,0.0672182006204757,0.061921865184595505,0.18964688586695314
"frozenset({8, 5})",frozenset({74}),0.0675990675990676,0.25205905205905205,0.020202020202020204,0.2988505747126437,1.1856371444364133,1.0,0.003163063302923444,1.066735450342008,0.16792307692307698,0.0674623767514271,0.06256045050402291,0.18949927009368314
"frozenset({1, 46})",frozenset({87}),0.06822066822066822,0.2463092463092463,0.02035742035742036,0.2984054669703873,1.2115073690564304,1.0,0.00355403898527442,1.0742540287994833,0.18736409514740124,0.06920232435287904,0.06912148040297778,0.19052765462084031
frozenset({45}),frozenset({4}),0.07334887334887336,0.255011655011655,0.021756021756021756,0.2966101694915254,1.163123973600223,1.0,0.003051204170085288,1.0591400567304181,0.1513475958889341,0.07095793208312215,0.05583780573174093,0.19096200126008323
frozenset({45}),frozenset({46}),0.07334887334887336,0.245998445998446,0.021756021756021756,0.2966101694915254,1.205740013062518,1.0,0.003712312896462077,1.0719540165323298,0.18414029371601046,0.0731070496083551,0.06712416337138623,0.19252492050065848
"frozenset({1, 9})",frozenset({2}),0.0703962703962704,0.24304584304584304,0.020823620823620825,0.2958057395143488,1.2170779627716333,1.0,0.003714099937876164,1.0749223608157776,0.19186664471025025,0.07116303770578865,0.06970025328984492,0.19074174443748132
frozenset({30}),frozenset({92}),0.2080808080808081,0.25811965811965815,0.06153846153846154,0.29574309185959674,1.1457596605156561,1.0,0.00782871449538116,1.0534228820549074,0.16064342403628115,0.15207373271889402,0.050713614603373446,0.26707684394304343
"frozenset({3, 4})",frozenset({1}),0.07024087024087024,0.2613830613830614,0.020512820512820513,0.2920353982300885,1.1172697904938285,1.0,0.0021530468150514764,1.0432964257964257,0.1128905636677657,0.06593406593406594,0.04149963972451494,0.1852567003041049
"frozenset({1, 67})",frozenset({81}),0.07195027195027195,0.2466200466200466,0.02097902097902098,0.2915766738660907,1.1822910499863224,1.0,0.003234641556319879,1.063460117118654,0.16613827491255492,0.07049608355091384,0.05967324594230482,0.18832141821848958
"frozenset({1, 82})",frozenset({10}),0.06946386946386947,0.25423465423465424,0.020202020202020204,0.29082774049217003,1.1439342971070379,1.0,0.0025418973670721934,1.0515997146911973,0.1352165870201943,0.06656426011264722,0.0490678287283005,0.1851449215908283
"frozenset({3, 92})",frozenset({82}),0.07008547008547009,0.24957264957264957,0.02035742035742036,0.29046563192904656,1.1638520183458372,1.0,0.0028660038916449165,1.0576335470085472,0.15139481365065105,0.06801661474558672,0.05449292637469758,0.18601737387236886
frozenset({45}),frozenset({90}),0.07334887334887336,0.23916083916083916,0.02128982128982129,0.29025423728813554,1.21363613836852,1.0,0.0037476431882026255,1.0719883101972654,0.1899634118426157,0.07310565635005335,0.0671540067298105,0.18963654034647193
"frozenset({82, 4})",frozenset({9}),0.06961926961926962,0.25703185703185705,0.020202020202020204,0.29017857142857145,1.1289595569182933,1.0,0.0023076500465777847,1.0466972580180127,0.12277627166553168,0.06592292089249494,0.04461391071802075,0.18438795560545865
"frozenset({3, 92})",frozenset({42}),0.07008547008547009,0.2556332556332556,0.020202020202020204,0.28824833702882485,1.1275854399881386,1.0,0.002285843311484341,1.0458236813377,0.1216770361990952,0.06612410986775179,0.04381587657212694,0.18363784632596258
"frozenset({10, 7})",frozenset({5}),0.07117327117327117,0.24677544677544677,0.020512820512820513,0.28820960698689957,1.1679022802019514,1.0,0.0029490047205664935,1.0582111821375624,0.15478019275911203,0.06896551724137931,0.05500904084190195,0.1856665163397974
frozenset({45}),frozenset({92}),0.07334887334887336,0.25811965811965815,0.021134421134421134,0.28813559322033894,1.1162869008867435,1.0,0.0022016350221478395,1.042165242165242,0.11241873908711549,0.06810215322984477,0.04045926735921258,0.1850069898672435
"frozenset({82, 4})",frozenset({38}),0.06961926961926962,0.2435120435120435,0.020046620046620046,0.28794642857142855,1.1824730490473152,1.0,0.003093489433815773,1.0624031489235253,0.16586195154100028,0.06839872746553552,0.05873772963375981,0.1851346692952867
frozenset({95}),frozenset({1}),0.2418026418026418,0.2613830613830614,0.0693084693084693,0.2866323907455013,1.0965989503253868,1.0,0.006105354543582978,1.0353945553945554,0.11618292728881986,0.1597421203438395,0.0341846064479909,0.2758964569660919
frozenset({37}),frozenset({7}),0.10101010101010101,0.25827505827505826,0.028904428904428906,0.2861538461538462,1.1079422382671482,1.0,0.002816039179675548,1.0390543364681297,0.10837259876766962,0.08748824082784573,0.03758642363293535,0.19903360177728413
frozenset({37}),frozenset({95}),0.10101010101010101,0.2418026418026418,0.028904428904428906,0.2861538461538462,1.183419023136247,1.0,0.004479919631434785,1.0621299198885408,0.17240546091579081,0.09207920792079208,0.058495593359295,0.20284556060905679
frozenset({16}),frozenset({3}),0.24988344988344988,0.2533022533022533,0.07148407148407149,0.28606965174129356,1.129360864389708,1.0,0.00818803056565294,1.0458971922386555,0.15270084038154938,0.1655867530597552,0.04388308198860021,0.2841391203491744
frozenset({45}),frozenset({34}),0.07334887334887336,0.21072261072261073,0.02097902097902098,0.28601694915254233,1.3573149467526622,1.0,0.005522754893384264,1.1054567588692217,0.2840889187023683,0.07974010632014177,0.09539654809935222,0.19278723563821806
frozenset({55}),frozenset({22}),0.2177156177156177,0.22268842268842268,0.06216006216006216,0.28551034975017847,1.2821068392480102,1.0,0.013677314656335642,1.0879255942193007,0.2812708581644816,0.16433853738701726,0.08081949233154709,0.2823225161172386
"frozenset({3, 4})",frozenset({90}),0.07024087024087024,0.23916083916083916,0.020046620046620046,0.2853982300884956,1.1933317807793822,1.0,0.0032477545764259055,1.0647037173352962,0.1742495209294552,0.06928034371643393,0.06077157079646018,0.18460944642826338
"frozenset({1, 67})",frozenset({4}),0.07195027195027195,0.255011655011655,0.020512820512820513,0.285097192224622,1.1179771066212325,1.0,0.0021646625842430024,1.0420833949534853,0.11370867076660773,0.06693711967545639,0.04038390320514027,0.18276797454009894
"frozenset({16, 3})",frozenset({10}),0.07148407148407149,0.25423465423465424,0.02035742035742036,0.2847826086956522,1.1201565323695122,1.0,0.0021836921603821356,1.042711425690149,0.1155258871251077,0.06666666666666668,0.04096188517535358,0.18242797916445203
frozenset({27}),frozenset({42}),0.21647241647241647,0.2556332556332556,0.06153846153846154,0.28427853553481697,1.112056155724345,1.0,0.006200912960819725,1.040022943734077,0.1286040692526215,0.149886449659349,0.03848275076545873,0.26250400940874585
frozenset({24}),frozenset({92}),0.20621600621600622,0.25811965811965815,0.05858585858585859,0.28409947249434814,1.1006502742330704,1.0,0.005357453562581764,1.0362896986054881,0.1152028648045713,0.14438912294140174,0.0350188742147319,0.255535588143622
frozenset({45}),frozenset({71}),0.07334887334887336,0.20217560217560218,0.020823620823620825,0.2838983050847458,1.4042164436743574,1.0,0.005994268185410377,1.114121644299159,0.3106444967848999,0.08175716900549115,0.1024319425828475,0.1934479995831108
"frozenset({1, 67})",frozenset({5}),0.07195027195027195,0.24677544677544677,0.02035742035742036,0.28293736501079914,1.1465377480129046,1.0,0.0026018598512771024,1.050430626936651,0.13771774642990453,0.06822916666666667,0.04800947882081545,0.18271553389078998
frozenset({27}),frozenset({12}),0.21647241647241647,0.25594405594405595,0.061227661227661226,0.2828427853553482,1.1050961285741745,1.0,0.0058228329557000885,1.0375074375074373,0.1213758741293943,0.14890400604686316,0.03615148783660516,0.261032807371056
frozenset({19}),frozenset({33}),0.15944055944055943,0.21072261072261073,0.045066045066045064,0.2826510721247563,1.3413419241318636,1.0,0.011468314125656784,1.1002698388567953,0.30274829307476053,0.13862332695984705,0.09113204353668182,0.24825768945470855
frozenset({16}),frozenset({9}),0.24988344988344988,0.25703185703185705,0.07055167055167055,0.28233830845771146,1.098456478189464,1.0,0.006323663386600453,1.035262369057863,0.11949031192931836,0.16168091168091167,0.03406128737196678,0.2784122013872596
frozenset({3}),frozenset({16}),0.2533022533022533,0.24988344988344988,0.07148407148407149,0.2822085889570552,1.129360864389708,1.0,0.00818803056565294,1.045034168111091,0.15339999095145448,0.1655867530597552,0.04309348869663357,0.2841391203491744
frozenset({45}),frozenset({25}),0.07334887334887336,0.2386946386946387,0.020668220668220667,0.2817796610169491,1.1805026814088981,1.0,0.003160237845552527,1.0599885856523026,0.16500626041037508,0.07093333333333332,0.056593614746696795,0.1841841013418079
frozenset({33}),frozenset({59}),0.21072261072261073,0.25097125097125095,0.059362859362859365,0.2817109144542773,1.1224828077481577,1.0,0.006477542141877811,1.0427956711324269,0.13825020178560948,0.14754731556585554,0.04103936400690346,0.2591217110971077
frozenset({67}),frozenset({1}),0.25547785547785545,0.2613830613830614,0.07195027195027195,0.2816301703163017,1.0774614423218796,1.0,0.005172687969890774,1.0281847985488968,0.09656199326220476,0.1617184771219001,0.02741219145495509,0.2784488544803863
frozenset({37}),frozenset({3}),0.10101010101010101,0.2533022533022533,0.02843822843822844,0.28153846153846157,1.111472392638037,1.0,0.0028521422460816397,1.039300932234551,0.1115613679621784,0.08726752503576539,0.03781477627471387,0.19690420009438417
frozenset({37}),frozenset({92}),0.10101010101010101,0.25811965811965815,0.02843822843822844,0.28153846153846157,1.090728476821192,1.0,0.0023655356988690306,1.032595764929812,0.09252778289433283,0.08599624060150377,0.0315668202764977,0.1958565275783819
frozenset({49}),frozenset({92}),0.1696969696969697,0.25811965811965815,0.04770784770784771,0.28113553113553114,1.0891674550614947,1.0,0.0039057239057238985,1.0320169851380043,0.09859958629544192,0.12551103843008993,0.03102369980250161,0.2329819738760136
frozenset({34}),frozenset({6}),0.21072261072261073,0.23667443667443666,0.059052059052059055,0.28023598820059,1.1840568509985532,1.0,0.009179403864718556,1.0605219916695328,0.19694718189448826,0.15206082432973192,0.05706811564959214,0.2648717695434992
frozenset({30}),frozenset({33}),0.2080808080808081,0.21072261072261073,0.05827505827505827,0.2800597460791635,1.329044591459747,1.0,0.014427727154999875,1.0963095687162077,0.31263265306122434,0.16163793103448273,0.08784888088588642,0.27830420932276756
frozenset({10}),frozenset({7}),0.25423465423465424,0.25827505827505826,0.07117327117327117,0.27995110024449876,1.0839261913798734,1.0,0.005510801035276555,1.0301035693225846,0.10382348578806895,0.16126760563380282,0.029223827796637264,0.27776135036292326
frozenset({55}),frozenset({12}),0.2177156177156177,0.25594405594405595,0.06091686091686092,0.2798001427551749,1.0932082080325138,1.0,0.0051938426763601594,1.0331242592887784,0.10898999051348787,0.14759036144578314,0.03206222193599633,0.2589043215293786
frozenset({19}),frozenset({36}),0.15944055944055943,0.2114996114996115,0.0445998445998446,0.2797270955165692,1.322589169470333,1.0,0.010878228220885564,1.0947244906649507,0.2901725927171323,0.13666666666666666,0.08652815523238529,0.24530072630347197
