support,itemsets
0.04972804972804973,"frozenset({3, 29})"
0.057342657342657345,"frozenset({3, 30})"
0.0602952602952603,"frozenset({3, 31})"
0.055944055944055944,"frozenset({32, 3})"
0.05625485625485625,"frozenset({33, 3})"
0.05034965034965035,"frozenset({34, 3})"
0.05299145299145299,"frozenset({3, 35})"
0.052214452214452214,"frozenset({3, 36})"
0.02843822843822844,"frozenset({3, 37})"
0.06216006216006216,"frozenset({3, 38})"
0.06511266511266511,"frozenset({40, 3})"
0.04864024864024864,"frozenset({41, 3})"
0.06402486402486403,"frozenset({42, 3})"
0.0533022533022533,"frozenset({3, 44})"
0.062004662004662,"frozenset({3, 46})"
0.0432012432012432,"frozenset({49, 3})"
0.059673659673659674,"frozenset({3, 52})"
0.04040404040404041,"frozenset({3, 54})"
0.05516705516705517,"frozenset({3, 55})"
0.05376845376845377,"frozenset({56, 3})"
0.03853923853923854,"frozenset({58, 3})"
0.06153846153846154,"frozenset({59, 3})"
0.0560994560994561,"frozenset({3, 60})"
0.06060606060606061,"frozenset({67, 3})"
0.052059052059052056,"frozenset({3, 71})"
0.05796425796425796,"frozenset({72, 3})"
0.0644910644910645,"frozenset({74, 3})"
0.06076146076146076,"frozenset({3, 79})"
0.05625485625485625,"frozenset({80, 3})"
0.06371406371406371,"frozenset({81, 3})"
0.06216006216006216,"frozenset({82, 3})"
0.06371406371406371,"frozenset({83, 3})"
0.0588966588966589,"frozenset({3, 85})"
0.0588966588966589,"frozenset({3, 87})"
0.06355866355866356,"frozenset({90, 3})"
0.06371406371406371,"frozenset({3, 91})"
0.07008547008547009,"frozenset({3, 92})"
0.05439005439005439,"frozenset({3, 93})"
0.059052059052059055,"frozenset({3, 94})"
0.06060606060606061,"frozenset({3, 95})"
0.04428904428904429,"frozenset({96, 3})"
0.06355866355866356,"frozenset({97, 3})"
0.0560994560994561,"frozenset({98, 3})"
0.06169386169386169,"frozenset({4, 5})"
0.06402486402486403,"frozenset({4, 6})"
0.061383061383061384,"frozenset({4, 7})"
0.06511266511266511,"frozenset({8, 4})"
0.06697746697746698,"frozenset({9, 4})"
0.06697746697746698,"frozenset({10, 4})"
0.06184926184926185,"frozenset({11, 4})"
0.06216006216006216,"frozenset({12, 4})"
0.06402486402486403,"frozenset({4, 13})"
0.061072261072261075,"frozenset({4, 14})"
0.06557886557886558,"frozenset({16, 4})"
0.06216006216006216,"frozenset({17, 4})"
0.04926184926184926,"frozenset({18, 4})"
0.0418026418026418,"frozenset({19, 4})"
0.061227661227661226,"frozenset({20, 4})"
0.06557886557886558,"frozenset({4, 21})"
0.05780885780885781,"frozenset({4, 22})"
0.059052059052059055,"frozenset({4, 23})"
0.05299145299145299,"frozenset({24, 4})"
0.06060606060606061,"frozenset({25, 4})"
0.05998445998445998,"frozenset({26, 4})"
0.05547785547785548,"frozenset({27, 4})"
0.059518259518259516,"frozenset({28, 4})"
0.05128205128205128,"frozenset({4, 29})"
0.0533022533022533,"frozenset({4, 30})"
0.05982905982905983,"frozenset({4, 31})"
0.061072261072261075,"frozenset({32, 4})"
0.055322455322455326,"frozenset({33, 4})"
0.05780885780885781,"frozenset({34, 4})"
0.05501165501165501,"frozenset({35, 4})"
0.05174825174825175,"frozenset({36, 4})"
0.024553224553224555,"frozenset({4, 37})"
0.06293706293706294,"frozenset({4, 38})"
0.06573426573426573,"frozenset({40, 4})"
0.052214452214452214,"frozenset({41, 4})"
0.0644910644910645,"frozenset({42, 4})"
0.05439005439005439,"frozenset({44, 4})"
0.021756021756021756,"frozenset({4, 45})"
0.06262626262626263,"frozenset({4, 46})"
0.043356643356643354,"frozenset({49, 4})"
0.059518259518259516,"frozenset({52, 4})"
0.04584304584304584,"frozenset({4, 54})"
0.05439005439005439,"frozenset({4, 55})"
0.05454545454545454,"frozenset({56, 4})"
0.042890442890442894,"frozenset({58, 4})"
0.06557886557886558,"frozenset({59, 4})"
0.055322455322455326,"frozenset({60, 4})"
0.06418026418026418,"frozenset({67, 4})"
0.05268065268065268,"frozenset({4, 71})"
0.057498057498057496,"frozenset({72, 4})"
0.06495726495726496,"frozenset({74, 4})"
0.061383061383061384,"frozenset({4, 79})"
0.054234654234654234,"frozenset({80, 4})"
0.05982905982905983,"frozenset({81, 4})"
0.06961926961926962,"frozenset({82, 4})"
0.06091686091686092,"frozenset({83, 4})"
0.05843045843045843,"frozenset({4, 85})"
0.05843045843045843,"frozenset({4, 87})"
0.06013986013986014,"frozenset({90, 4})"
0.05780885780885781,"frozenset({91, 4})"
0.06247086247086247,"frozenset({92, 4})"
0.06045066045066045,"frozenset({4, 93})"
0.05439005439005439,"frozenset({4, 94})"
0.06013986013986014,"frozenset({4, 95})"
0.046464646464646465,"frozenset({96, 4})"
0.06247086247086247,"frozenset({97, 4})"
0.05687645687645688,"frozenset({98, 4})"
0.06169386169386169,"frozenset({5, 6})"
0.06184926184926185,"frozenset({5, 7})"
0.0675990675990676,"frozenset({8, 5})"
0.0662004662004662,"frozenset({9, 5})"
0.06604506604506605,"frozenset({10, 5})"
0.06433566433566433,"frozenset({11, 5})"
0.06355866355866356,"frozenset({12, 5})"
0.06045066045066045,"frozenset({13, 5})"
0.061227661227661226,"frozenset({5, 14})"
0.06060606060606061,"frozenset({16, 5})"
0.06060606060606061,"frozenset({17, 5})"
0.04755244755244755,"frozenset({18, 5})"
0.04087024087024087,"frozenset({19, 5})"
0.05703185703185703,"frozenset({20, 5})"
0.061227661227661226,"frozenset({5, 21})"
0.05827505827505827,"frozenset({5, 22})"
0.05174825174825175,"frozenset({5, 23})"
0.05081585081585081,"frozenset({24, 5})"
0.0560994560994561,"frozenset({25, 5})"
0.05672105672105672,"frozenset({26, 5})"
0.05656565656565657,"frozenset({27, 5})"
0.057653457653457654,"frozenset({28, 5})"
0.0547008547008547,"frozenset({5, 29})"
0.05097125097125097,"frozenset({5, 30})"
0.05858585858585859,"frozenset({5, 31})"
0.05656565656565657,"frozenset({32, 5})"
0.05454545454545454,"frozenset({33, 5})"
0.05097125097125097,"frozenset({34, 5})"
0.05081585081585081,"frozenset({35, 5})"
0.05283605283605284,"frozenset({36, 5})"
0.025485625485625486,"frozenset({5, 37})"
0.06045066045066045,"frozenset({5, 38})"
0.062004662004662,"frozenset({40, 5})"
0.05097125097125097,"frozenset({41, 5})"
0.06433566433566433,"frozenset({42, 5})"
0.050194250194250195,"frozenset({44, 5})"
0.06076146076146076,"frozenset({5, 46})"
0.04149184149184149,"frozenset({49, 5})"
0.06045066045066045,"frozenset({52, 5})"
0.04366744366744367,"frozenset({5, 54})"
0.05407925407925408,"frozenset({5, 55})"
0.05547785547785548,"frozenset({56, 5})"
0.043356643356643354,"frozenset({58, 5})"
0.05843045843045843,"frozenset({59, 5})"
0.054234654234654234,"frozenset({60, 5})"
0.0675990675990676,"frozenset({67, 5})"
0.046464646464646465,"frozenset({5, 71})"
0.06231546231546232,"frozenset({72, 5})"
0.06728826728826728,"frozenset({74, 5})"
0.06355866355866356,"frozenset({5, 79})"
0.055322455322455326,"frozenset({80, 5})"
0.06293706293706294,"frozenset({81, 5})"
0.06340326340326341,"frozenset({82, 5})"
0.05874125874125874,"frozenset({83, 5})"
0.05780885780885781,"frozenset({85, 5})"
0.05641025641025641,"frozenset({5, 87})"
0.05796425796425796,"frozenset({90, 5})"
0.05656565656565657,"frozenset({91, 5})"
0.06557886557886558,"frozenset({92, 5})"
0.05687645687645688,"frozenset({5, 93})"
0.05097125097125097,"frozenset({5, 94})"
0.05780885780885781,"frozenset({5, 95})"
0.04553224553224553,"frozenset({96, 5})"
0.06247086247086247,"frozenset({97, 5})"
0.057342657342657345,"frozenset({98, 5})"
0.06278166278166278,"frozenset({6, 7})"
0.057653457653457654,"frozenset({8, 6})"
0.059673659673659674,"frozenset({9, 6})"
0.06013986013986014,"frozenset({10, 6})"
0.05843045843045843,"frozenset({11, 6})"
0.05827505827505827,"frozenset({12, 6})"
0.05858585858585859,"frozenset({13, 6})"
0.05982905982905983,"frozenset({14, 6})"
0.06076146076146076,"frozenset({16, 6})"
0.0588966588966589,"frozenset({17, 6})"
0.043356643356643354,"frozenset({18, 6})"
0.041336441336441335,"frozenset({19, 6})"
0.05625485625485625,"frozenset({20, 6})"
0.06278166278166278,"frozenset({21, 6})"
0.05672105672105672,"frozenset({22, 6})"
0.05345765345765346,"frozenset({6, 23})"
0.05128205128205128,"frozenset({24, 6})"
0.05843045843045843,"frozenset({25, 6})"
0.05112665112665113,"frozenset({26, 6})"
0.054234654234654234,"frozenset({27, 6})"
0.05718725718725719,"frozenset({28, 6})"
0.05268065268065268,"frozenset({29, 6})"
0.05097125097125097,"frozenset({30, 6})"
0.0560994560994561,"frozenset({6, 31})"
0.05376845376845377,"frozenset({32, 6})"
0.05066045066045066,"frozenset({33, 6})"
0.059052059052059055,"frozenset({34, 6})"
0.05501165501165501,"frozenset({35, 6})"
0.052214452214452214,"frozenset({36, 6})"
0.027195027195027196,"frozenset({37, 6})"
0.057342657342657345,"frozenset({38, 6})"
0.06355866355866356,"frozenset({40, 6})"
0.052059052059052056,"frozenset({41, 6})"
0.057342657342657345,"frozenset({42, 6})"
0.05299145299145299,"frozenset({44, 6})"
0.05299145299145299,"frozenset({46, 6})"
0.04242424242424243,"frozenset({49, 6})"
0.05407925407925408,"frozenset({52, 6})"
0.042890442890442894,"frozenset({54, 6})"
0.05236985236985237,"frozenset({6, 55})"
0.05516705516705517,"frozenset({56, 6})"
0.046464646464646465,"frozenset({58, 6})"
0.059518259518259516,"frozenset({59, 6})"
0.0547008547008547,"frozenset({60, 6})"
0.06324786324786325,"frozenset({67, 6})"
0.05112665112665113,"frozenset({6, 71})"
0.057653457653457654,"frozenset({72, 6})"
0.05843045843045843,"frozenset({74, 6})"
0.054234654234654234,"frozenset({6, 79})"
0.05314685314685315,"frozenset({80, 6})"
0.055633255633255635,"frozenset({81, 6})"
0.05920745920745921,"frozenset({82, 6})"
0.05439005439005439,"frozenset({83, 6})"
0.05874125874125874,"frozenset({85, 6})"
0.05501165501165501,"frozenset({6, 87})"
0.05718725718725719,"frozenset({90, 6})"
0.0547008547008547,"frozenset({91, 6})"
0.059673659673659674,"frozenset({92, 6})"
0.05299145299145299,"frozenset({93, 6})"
0.051592851592851596,"frozenset({94, 6})"
0.0588966588966589,"frozenset({6, 95})"
0.04195804195804196,"frozenset({96, 6})"
0.0602952602952603,"frozenset({97, 6})"
0.049883449883449886,"frozenset({98, 6})"
0.06433566433566433,"frozenset({8, 7})"
0.0693084693084693,"frozenset({9, 7})"
0.07117327117327117,"frozenset({10, 7})"
0.06557886557886558,"frozenset({11, 7})"
0.06402486402486403,"frozenset({12, 7})"
0.06402486402486403,"frozenset({13, 7})"
0.06418026418026418,"frozenset({14, 7})"
0.06402486402486403,"frozenset({16, 7})"
0.06293706293706294,"frozenset({17, 7})"
0.04693084693084693,"frozenset({18, 7})"
0.04211344211344211,"frozenset({19, 7})"
0.05920745920745921,"frozenset({20, 7})"
0.06262626262626263,"frozenset({21, 7})"
0.061227661227661226,"frozenset({22, 7})"
0.05625485625485625,"frozenset({7, 23})"
0.055944055944055944,"frozenset({24, 7})"
0.06153846153846154,"frozenset({25, 7})"
0.059052059052059055,"frozenset({26, 7})"
0.05081585081585081,"frozenset({27, 7})"
0.05547785547785548,"frozenset({28, 7})"
0.05143745143745144,"frozenset({29, 7})"
0.0533022533022533,"frozenset({30, 7})"
0.061227661227661226,"frozenset({7, 31})"
0.061383061383061384,"frozenset({32, 7})"
0.0533022533022533,"frozenset({33, 7})"
0.05718725718725719,"frozenset({34, 7})"
0.05299145299145299,"frozenset({35, 7})"
0.05780885780885781,"frozenset({36, 7})"
0.028904428904428906,"frozenset({37, 7})"
0.06278166278166278,"frozenset({38, 7})"
0.06262626262626263,"frozenset({40, 7})"
0.05174825174825175,"frozenset({41, 7})"
0.06511266511266511,"frozenset({42, 7})"
0.04957264957264957,"frozenset({44, 7})"
0.06293706293706294,"frozenset({46, 7})"
0.04226884226884227,"frozenset({49, 7})"
0.057498057498057496,"frozenset({52, 7})"
0.04537684537684538,"frozenset({54, 7})"
0.05827505827505827,"frozenset({7, 55})"
0.057498057498057496,"frozenset({56, 7})"
0.04428904428904429,"frozenset({58, 7})"
0.06573426573426573,"frozenset({59, 7})"
0.06247086247086247,"frozenset({60, 7})"
0.06573426573426573,"frozenset({67, 7})"
0.05236985236985237,"frozenset({7, 71})"
0.05920745920745921,"frozenset({72, 7})"
0.06278166278166278,"frozenset({74, 7})"
0.06293706293706294,"frozenset({7, 79})"
0.05858585858585859,"frozenset({80, 7})"
0.06060606060606061,"frozenset({81, 7})"
0.06573426573426573,"frozenset({82, 7})"
0.06216006216006216,"frozenset({83, 7})"
0.0648018648018648,"frozenset({85, 7})"
0.059052059052059055,"frozenset({7, 87})"
0.06169386169386169,"frozenset({90, 7})"
0.06340326340326341,"frozenset({91, 7})"
0.07086247086247087,"frozenset({92, 7})"
0.06216006216006216,"frozenset({93, 7})"
0.053923853923853925,"frozenset({94, 7})"
0.06231546231546232,"frozenset({7, 95})"
0.044444444444444446,"frozenset({96, 7})"
0.06293706293706294,"frozenset({97, 7})"
0.0602952602952603,"frozenset({98, 7})"
0.06371406371406371,"frozenset({8, 9})"
0.061072261072261075,"frozenset({8, 10})"
0.061072261072261075,"frozenset({8, 11})"
0.06682206682206682,"frozenset({8, 12})"
0.06153846153846154,"frozenset({8, 13})"
0.05982905982905983,"frozenset({8, 14})"
0.061383061383061384,"frozenset({16, 8})"
0.06153846153846154,"frozenset({8, 17})"
0.04801864801864802,"frozenset({8, 18})"
0.04024864024864025,"frozenset({8, 19})"
0.0588966588966589,"frozenset({8, 20})"
0.06386946386946386,"frozenset({8, 21})"
0.059052059052059055,"frozenset({8, 22})"
0.05439005439005439,"frozenset({8, 23})"
0.05407925407925408,"frozenset({24, 8})"
0.059052059052059055,"frozenset({8, 25})"
0.06216006216006216,"frozenset({8, 26})"
0.055322455322455326,"frozenset({8, 27})"
0.05439005439005439,"frozenset({8, 28})"
0.051592851592851596,"frozenset({8, 29})"
0.04910644910644911,"frozenset({8, 30})"
0.059673659673659674,"frozenset({8, 31})"
0.0560994560994561,"frozenset({32, 8})"
0.05003885003885004,"frozenset({8, 33})"
0.05174825174825175,"frozenset({8, 34})"
0.05314685314685315,"frozenset({8, 35})"
0.051592851592851596,"frozenset({8, 36})"
0.025174825174825177,"frozenset({8, 37})"
0.06076146076146076,"frozenset({8, 38})"
0.06278166278166278,"frozenset({40, 8})"
0.053613053613053616,"frozenset({8, 41})"
0.06293706293706294,"frozenset({8, 42})"
0.046775446775446775,"frozenset({8, 44})"
0.06091686091686092,"frozenset({8, 46})"
0.041181041181041184,"frozenset({8, 49})"
0.05672105672105672,"frozenset({8, 52})"
0.04428904428904429,"frozenset({8, 54})"
0.05718725718725719,"frozenset({8, 55})"
0.053613053613053616,"frozenset({56, 8})"
0.042890442890442894,"frozenset({8, 58})"
0.0644910644910645,"frozenset({8, 59})"
0.05780885780885781,"frozenset({8, 60})"
0.06153846153846154,"frozenset({8, 67})"
0.04972804972804973,"frozenset({8, 71})"
0.06060606060606061,"frozenset({72, 8})"
0.06418026418026418,"frozenset({8, 74})"
0.05439005439005439,"frozenset({8, 79})"
0.05407925407925408,"frozenset({80, 8})"
0.06169386169386169,"frozenset({8, 81})"
0.05998445998445998,"frozenset({8, 82})"
0.06216006216006216,"frozenset({8, 83})"
0.06216006216006216,"frozenset({8, 85})"
0.06231546231546232,"frozenset({8, 87})"
0.06091686091686092,"frozenset({8, 90})"
0.05672105672105672,"frozenset({8, 91})"
0.06495726495726496,"frozenset({8, 92})"
0.05718725718725719,"frozenset({8, 93})"
0.055633255633255635,"frozenset({8, 94})"
0.05780885780885781,"frozenset({8, 95})"
0.045066045066045064,"frozenset({96, 8})"
0.059052059052059055,"frozenset({8, 97})"
0.05454545454545454,"frozenset({8, 98})"
0.06682206682206682,"frozenset({9, 10})"
0.06216006216006216,"frozenset({9, 11})"
0.06464646464646465,"frozenset({9, 12})"
0.06216006216006216,"frozenset({9, 13})"
0.06278166278166278,"frozenset({9, 14})"
0.07055167055167055,"frozenset({16, 9})"
0.06495726495726496,"frozenset({9, 17})"
0.04972804972804973,"frozenset({9, 18})"
0.04164724164724165,"frozenset({9, 19})"
0.055633255633255635,"frozenset({9, 20})"
0.06386946386946386,"frozenset({9, 21})"
0.05858585858585859,"frozenset({9, 22})"
0.06045066045066045,"frozenset({9, 23})"
0.05407925407925408,"frozenset({24, 9})"
0.06247086247086247,"frozenset({9, 25})"
0.05780885780885781,"frozenset({9, 26})"
0.055944055944055944,"frozenset({9, 27})"
0.06184926184926185,"frozenset({9, 28})"
0.05143745143745144,"frozenset({9, 29})"
0.052525252525252523,"frozenset({9, 30})"
0.06262626262626263,"frozenset({9, 31})"
0.059673659673659674,"frozenset({32, 9})"
0.051903651903651905,"frozenset({9, 33})"
0.051592851592851596,"frozenset({9, 34})"
0.05501165501165501,"frozenset({9, 35})"
0.055788655788655786,"frozenset({9, 36})"
0.023465423465423466,"frozenset({9, 37})"
0.062004662004662,"frozenset({9, 38})"
0.061072261072261075,"frozenset({40, 9})"
0.053613053613053616,"frozenset({9, 41})"
0.0644910644910645,"frozenset({9, 42})"
0.05485625485625486,"frozenset({9, 44})"
0.06386946386946386,"frozenset({9, 46})"
0.041025641025641026,"frozenset({9, 49})"
0.06340326340326341,"frozenset({9, 52})"
0.04242424242424243,"frozenset({9, 54})"
0.0547008547008547,"frozenset({9, 55})"
0.0588966588966589,"frozenset({56, 9})"
0.04537684537684538,"frozenset({9, 58})"
0.06682206682206682,"frozenset({9, 59})"
0.05982905982905983,"frozenset({9, 60})"
0.06573426573426573,"frozenset({9, 67})"
0.05268065268065268,"frozenset({9, 71})"
0.059362859362859365,"frozenset({72, 9})"
0.06091686091686092,"frozenset({9, 74})"
0.06433566433566433,"frozenset({9, 79})"
0.05687645687645688,"frozenset({80, 9})"
0.0630924630924631,"frozenset({81, 9})"
0.06511266511266511,"frozenset({9, 82})"
0.06262626262626263,"frozenset({9, 83})"
0.06091686091686092,"frozenset({9, 85})"
0.06822066822066822,"frozenset({9, 87})"
0.0588966588966589,"frozenset({9, 90})"
