Date,Weekly_Sales,rolling_mean,rolling_std,z_score,anomaly_stat,anomaly_ml
2011-06-10,47669734.66,46445445.9725,2159726.7882731943,0.5668720201775511,False,False
2011-06-17,47447561.77,47295686.9125,1455035.543684401,0.10437879552785936,False,False
2011-06-24,45884094.58,47443346.2975,1189935.65303367,-1.3103664164736823,False,False
2011-07-01,47578519.5,47144977.6275,845519.9033994956,0.5127518237677254,False,False
2011-07-08,47859263.78,47192359.907500006,888925.5993983486,0.7502358723287701,False,False
2011-07-15,45515929.92,46709451.945,1180826.7266593745,-1.0107511949501173,False,False
2011-07-22,45274411.39,46557031.1475,1350093.0204584778,-0.9500232488161711,False,False
2011-07-29,43683274.28,45583219.8425,1721439.2950763686,-1.1036959409107205,False,False
2011-08-05,48015466.97,45622270.64,1790661.8855010958,1.3364869992362016,False,False
2011-08-12,46249569.21,45805680.462500006,1813564.488311626,0.2447603878223498,False,False
2011-08-19,46917347.62,46216414.519999996,1839002.9579006957,0.3811484353457202,False,False
2011-08-26,47416948.45,47149833.0625,749488.0868844864,0.35639710913933675,False,False
2011-09-02,45376623.27,46490122.1375,883039.0828066441,-1.260984807106005,False,False
2011-09-09,46763227.53,46618536.7175,873695.9219983164,0.1656077461928211,False,False
2011-09-16,43793960.08,45837689.8325,1606247.3332533506,-1.2723630478256185,False,False
2011-09-23,42718096.73,44662976.902499996,1775583.749956724,-1.095346909176997,False,False
2011-09-30,42195830.81,43867778.7875,2041751.8209309753,-0.8188791411179654,False,False
2011-10-07,47211688.36,43979893.995,2254926.4603253384,1.4332149725777408,False,False
2011-10-14,44374820.3,44125109.05,2257662.931829078,0.11060608139483995,False,False
2011-10-21,45818953.44,44900323.2275,2142951.454278264,0.42867523231383176,False,False
2011-10-28,45855821.05,45815320.7875,1158524.5673475582,0.03495848395577909,False,False
2011-11-04,48655544.3,46176284.77249999,1790938.7416476624,1.3843351924025533,False,False
2011-11-11,48474224.75,47201135.885,1576531.996963236,0.8075249138312858,False,False
2011-11-18,46438980.56,47356142.665,1417827.3793757444,-0.6468785398994159,False,False
2011-11-25,66593605.26,52540588.7175,9422416.216901395,1.491445104843967,False,True
2011-12-02,49390556.49,52724341.765,9328091.163649324,-0.35739201263292103,False,False
2011-12-09,55561147.7,54496072.502500005,8915673.620445203,0.11946099003193586,False,False
2011-12-16,60085695.94,57907751.347500004,7262613.344069664,0.2998844202932005,False,False
2011-12-23,76998241.31,60508910.36,11834628.47948283,1.3933120907501932,False,True
2011-12-30,46042461.04,59671886.4975,12949043.994392855,-1.0525429879921455,False,False
2012-01-06,44955421.95,57020455.06,14995432.87973224,-0.8045805150651599,False,False
2012-01-13,42023078.48,52504800.695,16416963.655570816,-0.6384689906676628,False,False
2012-01-20,42080996.56,43775489.5075,2039088.951505827,-0.8310049182742363,False,False
2012-01-27,39834974.67,42223617.91500001,2099914.8199722776,-1.1374953032768915,False,True
2012-02-03,46085608.09,42506164.45,2605239.0422512023,1.3739405797124022,False,False
2012-02-10,50009407.92,44502746.81,4490053.356640809,1.2264132901350988,False,False
2012-02-17,50197056.96,46531761.910000004,4850237.868508799,0.7556938750979008,False,False
2012-02-24,45771506.57,48015894.885000005,2414873.9261496873,-0.929401858497223,False,False
2012-03-02,46861034.97,48209751.605,2232503.888638543,-0.6041273396493348,False,False
2012-03-09,47480454.11,47577513.1525,1883828.635091676,-0.051522224841476,False,False
2012-03-16,46901504.94,46753625.14749999,713265.3886640761,0.20732786821042645,False,False
2012-03-23,44993794.45,46559197.1175,1081277.1294773447,-1.4477349282849097,False,False
2012-03-30,45272862.02,46162153.88,1216615.4221545437,-0.7309556033944759,False,False
2012-04-06,53502315.87,47667619.32000001,3979732.697688719,1.4661026237738441,False,False
2012-04-13,46629261.41,47599558.4375,3999480.9582523014,-0.24260573750149952,False,False
2012-04-20,45072529.78,47619242.269999996,3982539.469170186,-0.6394694916936091,False,False
2012-04-27,43716798.89,47230226.4875,4347416.581943595,-0.808164465326958,False,False
2012-05-04,47124197.93,45635697.0025,1549422.7451616677,0.9606809582136934,False,False
2012-05-11,46925878.99,45709851.39750001,1618387.712251542,0.7513821214128136,False,False
2012-05-18,46823939.22,46147703.75749999,1625391.279762108,0.41604472161249667,False,False
2012-05-25,47892463.31,47191619.8625,483575.0617610518,1.4492960926225595,False,False
2012-06-01,48281649.72,47480982.81,718848.6703953629,1.1138184474343313,False,False
2012-06-08,49651171.78,48162306.00749999,1168332.8506198097,1.274350688427663,False,False
2012-06-15,48412110.7,48559348.877500005,760615.871854928,-0.19357757699813655,False,False
2012-06-22,47668284.97,48503304.2925,831124.5511616527,-1.0046861464180086,False,False
2012-06-29,46597112.12,48082169.8925,1284176.1530474962,-1.1564283988421602,False,False
2012-07-06,51253021.88,48482632.417500004,1991513.6323999288,1.391097413258208,False,False
2012-07-13,46099732.1,47904537.7675,2326287.9269465753,-0.7758307329862376,False,False
2012-07-20,46059543.45,47502352.3875,2512370.9177395147,-0.5742818177493296,False,False
2012-07-27,44097154.97,46877363.1,3063194.7351959185,-0.9076171678070555,False,False
2012-08-03,47485899.56,45935582.52,1393509.9781838134,1.1125266874805986,False,False
2012-08-10,47403451.04,46261512.255,1584127.7638559458,0.7208628060532116,False,False
2012-08-17,47354452.05,46585239.405,1659609.5166605478,0.4634901386609297,False,False
2012-08-24,47447323.6,47422781.5625,56653.28643412153,0.43319706666161106,False,False
2012-08-31,47159639.43,47341216.53,126855.9114017211,-1.4313649083722397,False,False
2012-09-07,48330059.31,47572868.5975,518833.13135914586,1.4594108716928962,False,False
2012-09-14,44226038.65,46790765.247499995,1780859.8825215339,-1.4401619255236293,False,False
2012-09-21,44354547.11,46017571.125,2051597.678436329,-0.810599481798747,False,False
2012-09-28,43734899.4,45161386.11749999,2129257.9478192017,-0.6699454704212844,False,False
2012-10-05,47566639.31,44970531.1175,1751215.6558723224,1.482460588902638,False,False
2012-10-12,46128514.25,45446150.0175,1739930.2063548872,0.3921790828205338,False,False
2012-10-19,45122410.57,45638115.8825,1617392.7700533825,-0.31884976985706387,False,False
2012-10-26,45544116.29,46090420.105000004,1067108.9640125923,-0.5119475455868802,False,False
